"cube", 739, 325, 160, 0, 0, 0, 289, 457, 223
"cube", 730, 361, 405, 0, 0, 0, 268, 526, 220
"cube", 738, 322, 681, 0, 0, 0, 274, 448, 280

"cube", -1255, 466, 619, 0, 0, 0, 1615, 733, 496
"cube", -2307, 214, 438, 0, 0, 0, 487, 235, 856
"cube", 781, 505, 683, 0, 0, 0, 400, 811, 478
"cube", 777, 436, -284, 0, 0, 0, 403, 685, 2407

"cube", 5699, 358, 4073, 0, 0, 0, 1348, 532, 3082
"cube", 2530, 355, 4074, 0, 0, 0, 1348, 538, 3085
"cube", 4118, 229, 3998, 0, 0, 0, 1858, 274, 448

"cube", -1480, 427, -1154, 0, 0, 0, 2323, 667, 433
"cube", -3070, 493, 3474, 0, 0, 0, 604, 790, 3505

"cube", -1486, 418, -2456, 0, 0, 0, 2647, 661, 604
"cube", -3758, 433, -4631, 0, 0, 0, 337, 700, 2998
"cube", -2847, 433, -5867, 0, 0, 0, 1525, 703, 529
"cube", -100, 457, -5868, 0, 0, 0, 2035, 733, 541
"cube", 781, 457, -4278, 0, 0, 0, 367, 736, 2671

"cube", 3945, 442, 614, 0, 0, 0, 4597, 691, 505
"cube", 3904, 496, -2470, 0, 0, 0, 4720, 790, 679

264, 100, -1762
-3233, 100, -1746
-3270, 100, 1240
-3745, 100, 1245
240, 100, 1240
1247, 100, 1241
1238, 100, -1750

248, 100, -3241
234, 100, -5252
-1756, 100, -5250
-3247, 100, -5257
-3259, 100, -3257
253, 100, -4168

-622, 100, -3207
-1653, 100, -3217
-2567, 100, 1247
-1229, 100, 1256
239, 100, 678
246, 100, -224
-684, 100, -1755
-1818, 100, -1752
-2771, 100, -1764
-3250, 100, -998
-3262, 100, 69
-3747, 100, 2226
-3746, 100, 3438
-3751, 100, 4365
-3753, 100, 5185
-3760, 100, 6260
-3761, 100, 7461

1232, 100, 803
1232, 100, 110
1239, 100, -744
1231, 100, -1194
1864, 100, -1745
2571, 100, -1739
3363, 100, -1738
4311, 100, -1735
5181, 100, -1732
5915, 100, -1735
6337, 100, -1754
6417, 100, 1264
5856, 100, 1263
5133, 100, 1263
4452, 100, 1259
3679, 100, 1253
2833, 100, 1253
2140, 100, 1253
1740, 100, 1247
1237, 100, 1656
1246, 100, 2112
1252, 100, 2895
1258, 100, 3819
1258, 100, 4692
1258, 100, 5811

232, 100, 1245
-3271, 100, 1241
-3240, 100, -1771
258, 100, -1740

1257, 100, -1746
260, 100, -1737
232, 100, 1244
1224, 100, 1258

251, 100, -3251
252, 100, -5243
-3243, 100, -5255
-3265, 100, -3268
"cube", -183, 100, 1289, 0, 0, 0, 10, 10, 10

-66, 100, -1428
-64, 100, 944
-2903, 100, 933
-2919, 100, -1444

"cube", 3936, 440, -5907, 0, 0, 0, 4625, 705, 595
"cube", 5939, 425, -4572, 0, 0, 0, 660, 735, 2085

1253, 100, -3266
5227, 100, -3243
5254, 100, -5245
1256, 100, -5254

1223, 100, 1257
1251, 100, -1748
6750, 100, -1740
6745, 100, 1258

6747, 100, 1259
1226, 100, 1258
1246, 100, 6747
6754, 100, 6750

1245, 100, 6736
1240, 100, 1259
-3745, 100, 1250
-3755, 100, 6740

554, 100, -2940
555, 100, -5547
-3543, 100, -5551
-3538, 100, -2961

536, 100, 960
1538, 100, 952
1521, 100, -2047
536, 100, -2039

-2888, 0, -7830
-168, 0, -7810
3240, 0, -7917
5207, 0, -8366
6245, 0, -8948
6189, 0, -9702
4646, 0, -10037
2228, 0, -10137
-796, 0, -10264
-2437, 0, -9892
-3511, 0, -9234
-3620, 0, -8515

-329, 100, 620
-1238, 100, -3691
-1607, 100, -4100
-1419, 100, -4655
-886, 100, -4605
-557, 100, -4111

"cube", 6870, 119, 7537, 0, 0, 0, 178, 49, 25
"cube", 6632, 120, 7536, 0, 0, 0, 192, 47, 24
"cube", -3645, 120, 7534, 0, 0, 0, 203, 44, 25
"cube", -3871, 120, 7533, 0, 0, 0, 182, 43, 24
"cube", -4031, 121, 1375, 0, 0, 0, 23, 48, 180
"cube", -4032, 121, 1138, 0, 0, 0, 22, 48, 195

-2899, 100, -2462
4508, 100, -4227
4404, 100, -4540
4571, 100, -3814
4021, 100, 3487
ped nodes---------------------------
1570, 100, 6430
1562, 100, 1585
6421, 100, 1617
6432, 100, 933
6434, 100, -1408
6435, 100, -2072
6432, 100, -6422
1574, 100, -6429
-1413, 100, -6439
-2059, 100, -6435
-3913, 100, -6433

1561, 100, 933
1566, 100, -1416
1533, 100, -2067
1475, 100, -2934
5545, 100, -2938
5550, 100, -5550
1561, 100, -5557
1559, 100, -4941
1570, 100, -3574
4912, 100, -3581
4944, 100, -4938

6448, 100, 6433
938, 100, 1563
-3430, 100, 1563
-3429, 100, 6422
913, 100, 6431

953, 100, 957
536, 100, 961
535, 100, -1444
-62, 100, -1444
-2938, 100, -1436
-64, 100, 940
-2945, 100, 1561

536, 100, -2073
-2946, 100, -2072

549, 100, -2948
547, 100, -5547
-1440, 100, -5549
-2046, 100, -5548
-3541, 100, -5550
-3550, 100, -3540
-2938, 100, -3562
-56, 100, -3561
-61, 100, -4941
-2931, 100, -4935
car nodes-----------------------------
-3821, 100, -6613
-1899, 100, -6606
1104, 100, -6605
6618, 100, -6630
6609, 100, -1889
6637, 100, 1100
6630, 100, 6607
1384, 100, 6625
-3618, 100, 6634
-3636, 100, 1376
-3120, 100, 1381
-3123, 100, -1615
106, 100, -1619
1123, 100, -1629

6633, 100, -1629
6874, 100, -1613
6858, 100, -6857
1097, 100, -6905
-1893, 100, -6876
-3812, 100, -6862

-1875, 100, -5377
-3354, 100, -5381
-3390, 100, -3116
355, 100, -3141
347, 100, -5328
-1614, 100, -5370
-1621, 100, -6620
-1640, 100, -6870

-1885, 100, -5123
130, 100, -5122
118, 100, -3380
-3125, 100, -3364
-3137, 100, -5130
-1639, 100, -5133

130, 100, 1107
-3120, 100, 1135
-3877, 100, 1134
-3857, 100, 6875
1392, 100, 6894
6867, 100, 6886
6893, 100, -1903
1107, 100, -1883
-3354, 100, -1857

-3370, 100, 1120
-3371, 100, 1387
372, 100, 1367
1123, 100, 1352
1387, 100, 1380
6633, 100, 1375
6867, 100, 1373

6887, 100, 1096
1114, 100, 1125
381, 100, 1110

1375, 100, 1125
1382, 100, -1626
1377, 100, -1870
104, 100, -1876
113, 100, 1375

1123, 100, 6623
1123, 100, 6880

355, 100, -1616
355, 100, -1871
1125, 100, -5145

1147, 100, -3157
5347, 100, -3151
5369, 100, -5351
1363, 100, -5367
1115, 100, -5377

1353, 100, -6622
1372, 100, -6881

5120, 100, -5128
5134, 100, -3393
1389, 100, -3318
1364, 100, -5133

